Archivo: ../pos/10000_8.txt, Es: Positivo, Negative: 8, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -7
Archivo: ../pos/10733_7.txt, Es: Positivo, Negative: 2, Positive: 5, Very negative: 0, Very positive: 1, Neutral: 2, Suma: 5
Archivo: ../pos/10734_10.txt, Es: Positivo, Negative: 6, Positive: 1, Very negative: 0, Very positive: 1, Neutral: 4, Suma: -3
Archivo: ../pos/10735_10.txt, Es: Positivo, Negative: 2, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 2, Suma: 3
Archivo: ../pos/10736_10.txt, Es: Positivo, Negative: 1, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 1
Archivo: ../pos/10737_10.txt, Es: Positivo, Negative: 2, Positive: 0, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 0
Archivo: ../pos/10738_9.txt, Es: Positivo, Negative: 0, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 1, Suma: 0
Archivo: ../pos/10739_10.txt, Es: Positivo, Negative: 8, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -7
Archivo: ../pos/1073_9.txt, Es: Positivo, Negative: 5, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -3
Archivo: ../pos/10740_8.txt, Es: Positivo, Negative: 2, Positive: 3, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 3
Archivo: ../pos/10741_10.txt, Es: Positivo, Negative: 3, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -1
Archivo: ../pos/10742_9.txt, Es: Positivo, Negative: 6, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -5
Archivo: ../pos/10743_9.txt, Es: Positivo, Negative: 15, Positive: 8, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -7
Archivo: ../pos/10744_8.txt, Es: Positivo, Negative: 5, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -4
Archivo: ../pos/10745_10.txt, Es: Positivo, Negative: 4, Positive: 3, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -3
Archivo: ../pos/10746_10.txt, Es: Positivo, Negative: 2, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -1
Archivo: ../pos/10747_10.txt, Es: Positivo, Negative: 10, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -9
Archivo: ../pos/10748_10.txt, Es: Positivo, Negative: 7, Positive: 1, Very negative: 0, Very positive: 1, Neutral: 2, Suma: -4
Archivo: ../pos/10749_8.txt, Es: Positivo, Negative: 4, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -1
Archivo: ../pos/1074_10.txt, Es: Positivo, Negative: 1, Positive: 2, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 3
Archivo: ../pos/10750_8.txt, Es: Positivo, Negative: 8, Positive: 3, Very negative: 0, Very positive: 1, Neutral: 1, Suma: -3
Archivo: ../pos/10751_10.txt, Es: Positivo, Negative: 26, Positive: 15, Very negative: 0, Very positive: 0, Neutral: 10, Suma: -11
Archivo: ../pos/10752_10.txt, Es: Positivo, Negative: 9, Positive: 2, Very negative: 1, Very positive: 3, Neutral: 3, Suma: -3
Archivo: ../pos/10753_10.txt, Es: Positivo, Negative: 13, Positive: 7, Very negative: 0, Very positive: 1, Neutral: 4, Suma: -4
Archivo: ../pos/10754_10.txt, Es: Positivo, Negative: 4, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 0
Archivo: ../pos/10755_10.txt, Es: Positivo, Negative: 2, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 4, Suma: 0
Archivo: ../pos/10756_8.txt, Es: Positivo, Negative: 1, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 0
Archivo: ../pos/10757_10.txt, Es: Positivo, Negative: 8, Positive: 8, Very negative: 1, Very positive: 1, Neutral: 4, Suma: 0
Archivo: ../pos/10758_8.txt, Es: Positivo, Negative: 13, Positive: 6, Very negative: 1, Very positive: 1, Neutral: 6, Suma: -7
Archivo: ../pos/10759_9.txt, Es: Positivo, Negative: 15, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -12
Archivo: ../pos/1075_10.txt, Es: Positivo, Negative: 2, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -1
Archivo: ../pos/10760_8.txt, Es: Positivo, Negative: 2, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 1
Archivo: ../pos/10761_10.txt, Es: Positivo, Negative: 21, Positive: 10, Very negative: 0, Very positive: 0, Neutral: 14, Suma: -11
Archivo: ../pos/10762_10.txt, Es: Positivo, Negative: 15, Positive: 4, Very negative: 0, Very positive: 2, Neutral: 2, Suma: -7
Archivo: ../pos/10763_8.txt, Es: Positivo, Negative: 7, Positive: 2, Very negative: 1, Very positive: 2, Neutral: 0, Suma: -3
Archivo: ../pos/10764_9.txt, Es: Positivo, Negative: 0, Positive: 1, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 3
Archivo: ../pos/10765_10.txt, Es: Positivo, Negative: 5, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -3
Archivo: ../pos/10767_10.txt, Es: Positivo, Negative: 5, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -1
Archivo: ../pos/10768_7.txt, Es: Positivo, Negative: 2, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 2, Suma: 2
Archivo: ../pos/10769_10.txt, Es: Positivo, Negative: 3, Positive: 5, Very negative: 0, Very positive: 3, Neutral: 1, Suma: 8
Archivo: ../pos/1076_8.txt, Es: Positivo, Negative: 15, Positive: 5, Very negative: 0, Very positive: 2, Neutral: 2, Suma: -6
Archivo: ../pos/10770_7.txt, Es: Positivo, Negative: 1, Positive: 2, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 3
Archivo: ../pos/10771_10.txt, Es: Positivo, Negative: 1, Positive: 2, Very negative: 0, Very positive: 4, Neutral: 0, Suma: 9
Archivo: ../pos/10772_10.txt, Es: Positivo, Negative: 1, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 3, Suma: 1
Archivo: ../pos/10773_9.txt, Es: Positivo, Negative: 3, Positive: 5, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 4
Archivo: ../pos/10774_8.txt, Es: Positivo, Negative: 1, Positive: 1, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 2
Archivo: ../pos/10775_8.txt, Es: Positivo, Negative: 0, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 3
Archivo: ../pos/10776_8.txt, Es: Positivo, Negative: 4, Positive: 6, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 2
Archivo: ../pos/10777_9.txt, Es: Positivo, Negative: 1, Positive: 4, Very negative: 0, Very positive: 2, Neutral: 1, Suma: 7
Archivo: ../pos/10778_8.txt, Es: Positivo, Negative: 3, Positive: 0, Very negative: 0, Very positive: 2, Neutral: 0, Suma: 1
Archivo: ../pos/10779_10.txt, Es: Positivo, Negative: 3, Positive: 3, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 2
Archivo: ../pos/1077_8.txt, Es: Positivo, Negative: 5, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -3
Archivo: ../pos/10780_10.txt, Es: Positivo, Negative: 2, Positive: 1, Very negative: 0, Very positive: 2, Neutral: 0, Suma: 3
Archivo: ../pos/10781_10.txt, Es: Positivo, Negative: 3, Positive: 4, Very negative: 0, Very positive: 2, Neutral: 0, Suma: 5
Archivo: ../pos/10782_7.txt, Es: Positivo, Negative: 9, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -5
Archivo: ../pos/10783_10.txt, Es: Positivo, Negative: 3, Positive: 6, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 5
Archivo: ../pos/10784_10.txt, Es: Positivo, Negative: 3, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -3
Archivo: ../pos/10785_10.txt, Es: Positivo, Negative: 6, Positive: 2, Very negative: 0, Very positive: 1, Neutral: 1, Suma: -2
Archivo: ../pos/10786_10.txt, Es: Positivo, Negative: 1, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -2
Archivo: ../pos/10787_10.txt, Es: Positivo, Negative: 1, Positive: 3, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 4
Archivo: ../pos/10788_10.txt, Es: Positivo, Negative: 4, Positive: 5, Very negative: 0, Very positive: 2, Neutral: 4, Suma: 5
Archivo: ../pos/10789_10.txt, Es: Positivo, Negative: 2, Positive: 6, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 4
Archivo: ../pos/1078_8.txt, Es: Positivo, Negative: 11, Positive: 8, Very negative: 0, Very positive: 1, Neutral: 3, Suma: -1
Archivo: ../pos/10790_8.txt, Es: Positivo, Negative: 2, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 2, Suma: 3
Archivo: ../pos/10791_9.txt, Es: Positivo, Negative: 3, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 2, Suma: 2
Archivo: ../pos/10792_9.txt, Es: Positivo, Negative: 1, Positive: 6, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 5
Archivo: ../pos/10793_10.txt, Es: Positivo, Negative: 6, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -6
Archivo: ../pos/10794_10.txt, Es: Positivo, Negative: 0, Positive: 3, Very negative: 0, Very positive: 2, Neutral: 0, Suma: 7
Archivo: ../pos/10795_7.txt, Es: Positivo, Negative: 6, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -6
Archivo: ../pos/10796_9.txt, Es: Positivo, Negative: 1, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -1
Archivo: ../pos/10797_8.txt, Es: Positivo, Negative: 2, Positive: 4, Very negative: 0, Very positive: 3, Neutral: 0, Suma: 8
Archivo: ../pos/10798_8.txt, Es: Positivo, Negative: 2, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 3
Archivo: ../pos/10799_7.txt, Es: Positivo, Negative: 8, Positive: 8, Very negative: 0, Very positive: 0, Neutral: 5, Suma: 0
Archivo: ../pos/1079_7.txt, Es: Positivo, Negative: 2, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 2
Archivo: ../pos/107_10.txt, Es: Positivo, Negative: 1, Positive: 4, Very negative: 0, Very positive: 1, Neutral: 2, Suma: 5
Archivo: ../pos/10800_8.txt, Es: Positivo, Negative: 3, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 2, Suma: 1
Archivo: ../pos/10801_8.txt, Es: Positivo, Negative: 6, Positive: 3, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -5
Archivo: ../pos/10802_8.txt, Es: Positivo, Negative: 3, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -1
Archivo: ../pos/10803_8.txt, Es: Positivo, Negative: 4, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 5, Suma: -4
Archivo: ../pos/10804_10.txt, Es: Positivo, Negative: 7, Positive: 0, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -7
Archivo: ../pos/10805_10.txt, Es: Positivo, Negative: 2, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -1
Archivo: ../pos/10806_9.txt, Es: Positivo, Negative: 2, Positive: 2, Very negative: 0, Very positive: 1, Neutral: 3, Suma: 2
Archivo: ../pos/10807_9.txt, Es: Positivo, Negative: 3, Positive: 4, Very negative: 0, Very positive: 2, Neutral: 0, Suma: 5
Archivo: ../pos/10808_10.txt, Es: Positivo, Negative: 1, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 0
Archivo: ../pos/10809_10.txt, Es: Positivo, Negative: 1, Positive: 4, Very negative: 0, Very positive: 1, Neutral: 2, Suma: 5
Archivo: ../pos/1080_9.txt, Es: Positivo, Negative: 6, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -2
Archivo: ../pos/10810_8.txt, Es: Positivo, Negative: 2, Positive: 4, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 4
Archivo: ../pos/10811_7.txt, Es: Positivo, Negative: 2, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 2
Archivo: ../pos/10812_8.txt, Es: Positivo, Negative: 14, Positive: 6, Very negative: 0, Very positive: 4, Neutral: 2, Suma: 0
Archivo: ../pos/10813_10.txt, Es: Positivo, Negative: 6, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -4
Archivo: ../pos/10814_7.txt, Es: Positivo, Negative: 6, Positive: 5, Very negative: 0, Very positive: 1, Neutral: 2, Suma: 1
Archivo: ../pos/10815_10.txt, Es: Positivo, Negative: 2, Positive: 1, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 1
Archivo: ../pos/10816_10.txt, Es: Positivo, Negative: 4, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 0
Archivo: ../pos/10817_10.txt, Es: Positivo, Negative: 3, Positive: 1, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 0
Archivo: ../pos/10818_10.txt, Es: Positivo, Negative: 15, Positive: 4, Very negative: 2, Very positive: 1, Neutral: 3, Suma: -13
Archivo: ../pos/10819_10.txt, Es: Positivo, Negative: 6, Positive: 6, Very negative: 0, Very positive: 2, Neutral: 8, Suma: 4
Archivo: ../pos/1081_10.txt, Es: Positivo, Negative: 0, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 2, Suma: 4
Archivo: ../pos/10820_10.txt, Es: Positivo, Negative: 15, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 6, Suma: -10
Archivo: ../pos/10821_8.txt, Es: Positivo, Negative: 3, Positive: 1, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 0
Archivo: ../pos/10822_10.txt, Es: Positivo, Negative: 2, Positive: 2, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 2
Archivo: ../pos/10823_8.txt, Es: Positivo, Negative: 8, Positive: 8, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 0
Archivo: ../pos/10824_10.txt, Es: Positivo, Negative: 3, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 1
Archivo: ../pos/10825_9.txt, Es: Positivo, Negative: 0, Positive: 3, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 5
Archivo: ../pos/10826_10.txt, Es: Positivo, Negative: 0, Positive: 2, Very negative: 0, Very positive: 7, Neutral: 0, Suma: 16
Archivo: ../pos/10827_10.txt, Es: Positivo, Negative: 2, Positive: 1, Very negative: 0, Very positive: 0, Neutral: 1, Suma: -1
Archivo: ../pos/10828_10.txt, Es: Positivo, Negative: 1, Positive: 1, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 2
Archivo: ../pos/10829_10.txt, Es: Positivo, Negative: 0, Positive: 2, Very negative: 0, Very positive: 3, Neutral: 1, Suma: 8
Archivo: ../pos/1082_10.txt, Es: Positivo, Negative: 3, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 1
Archivo: ../pos/10830_10.txt, Es: Positivo, Negative: 0, Positive: 5, Very negative: 0, Very positive: 1, Neutral: 1, Suma: 7
Archivo: ../pos/10831_7.txt, Es: Positivo, Negative: 2, Positive: 1, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 1
Archivo: ../pos/10832_10.txt, Es: Positivo, Negative: 1, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 2
Archivo: ../pos/10833_10.txt, Es: Positivo, Negative: 5, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 2, Suma: -1
Archivo: ../pos/10834_7.txt, Es: Positivo, Negative: 3, Positive: 5, Very negative: 0, Very positive: 1, Neutral: 2, Suma: 4
Archivo: ../pos/10835_10.txt, Es: Positivo, Negative: 4, Positive: 4, Very negative: 0, Very positive: 1, Neutral: 2, Suma: 2
Archivo: ../pos/10836_10.txt, Es: Positivo, Negative: 3, Positive: 2, Very negative: 0, Very positive: 2, Neutral: 3, Suma: 3
Archivo: ../pos/10837_10.txt, Es: Positivo, Negative: 2, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 1
Archivo: ../pos/10838_10.txt, Es: Positivo, Negative: 3, Positive: 3, Very negative: 1, Very positive: 2, Neutral: 3, Suma: 2
Archivo: ../pos/10839_10.txt, Es: Positivo, Negative: 8, Positive: 8, Very negative: 0, Very positive: 2, Neutral: 1, Suma: 4
Archivo: ../pos/1083_10.txt, Es: Positivo, Negative: 1, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 3
Archivo: ../pos/10840_9.txt, Es: Positivo, Negative: 2, Positive: 7, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 7
Archivo: ../pos/10841_10.txt, Es: Positivo, Negative: 0, Positive: 2, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 4
Archivo: ../pos/10842_7.txt, Es: Positivo, Negative: 5, Positive: 5, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 2
Archivo: ../pos/10843_7.txt, Es: Positivo, Negative: 11, Positive: 8, Very negative: 0, Very positive: 0, Neutral: 4, Suma: -3
Archivo: ../pos/10844_9.txt, Es: Positivo, Negative: 1, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 3, Suma: 1
Archivo: ../pos/10845_10.txt, Es: Positivo, Negative: 7, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -5
Archivo: ../pos/10846_9.txt, Es: Positivo, Negative: 2, Positive: 5, Very negative: 1, Very positive: 2, Neutral: 0, Suma: 5
Archivo: ../pos/10847_10.txt, Es: Positivo, Negative: 2, Positive: 3, Very negative: 1, Very positive: 1, Neutral: 1, Suma: 1
Archivo: ../pos/10848_10.txt, Es: Positivo, Negative: 7, Positive: 3, Very negative: 1, Very positive: 0, Neutral: 2, Suma: -6
Archivo: ../pos/10849_10.txt, Es: Positivo, Negative: 1, Positive: 6, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 5
Archivo: ../pos/1084_9.txt, Es: Positivo, Negative: 5, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 3, Suma: -1
Archivo: ../pos/10850_10.txt, Es: Positivo, Negative: 3, Positive: 7, Very negative: 0, Very positive: 1, Neutral: 5, Suma: 6
Archivo: ../pos/10851_9.txt, Es: Positivo, Negative: 6, Positive: 3, Very negative: 1, Very positive: 1, Neutral: 0, Suma: -3
Archivo: ../pos/10852_10.txt, Es: Positivo, Negative: 14, Positive: 2, Very negative: 0, Very positive: 1, Neutral: 16, Suma: -10
Archivo: ../pos/10853_10.txt, Es: Positivo, Negative: 11, Positive: 3, Very negative: 0, Very positive: 1, Neutral: 1, Suma: -6
Archivo: ../pos/10854_10.txt, Es: Positivo, Negative: 8, Positive: 5, Very negative: 0, Very positive: 1, Neutral: 3, Suma: -1
Archivo: ../pos/10855_9.txt, Es: Positivo, Negative: 4, Positive: 0, Very negative: 1, Very positive: 0, Neutral: 0, Suma: -6
Archivo: ../pos/10856_8.txt, Es: Positivo, Negative: 3, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 1
Archivo: ../pos/10857_8.txt, Es: Positivo, Negative: 2, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 3
Archivo: ../pos/10858_8.txt, Es: Positivo, Negative: 2, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 0
Archivo: ../pos/10859_7.txt, Es: Positivo, Negative: 4, Positive: 3, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -1
Archivo: ../pos/1085_7.txt, Es: Positivo, Negative: 3, Positive: 1, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 0
Archivo: ../pos/10860_7.txt, Es: Positivo, Negative: 1, Positive: 2, Very negative: 1, Very positive: 0, Neutral: 1, Suma: -1
Archivo: ../pos/10861_7.txt, Es: Positivo, Negative: 10, Positive: 6, Very negative: 0, Very positive: 3, Neutral: 1, Suma: 2
Archivo: ../pos/10862_9.txt, Es: Positivo, Negative: 7, Positive: 4, Very negative: 0, Very positive: 1, Neutral: 1, Suma: -1
Archivo: ../pos/10863_8.txt, Es: Positivo, Negative: 16, Positive: 5, Very negative: 0, Very positive: 1, Neutral: 4, Suma: -9
Archivo: ../pos/10864_8.txt, Es: Positivo, Negative: 10, Positive: 5, Very negative: 0, Very positive: 1, Neutral: 2, Suma: -3
Archivo: ../pos/10865_7.txt, Es: Positivo, Negative: 5, Positive: 1, Very negative: 0, Very positive: 1, Neutral: 0, Suma: -2
Archivo: ../pos/10866_7.txt, Es: Positivo, Negative: 2, Positive: 2, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 2
Archivo: ../pos/10867_7.txt, Es: Positivo, Negative: 4, Positive: 2, Very negative: 0, Very positive: 0, Neutral: 0, Suma: -2
Archivo: ../pos/10868_8.txt, Es: Positivo, Negative: 4, Positive: 1, Very negative: 0, Very positive: 1, Neutral: 0, Suma: -1
Archivo: ../pos/10869_7.txt, Es: Positivo, Negative: 5, Positive: 0, Very negative: 0, Very positive: 1, Neutral: 1, Suma: -3
Archivo: ../pos/1086_7.txt, Es: Positivo, Negative: 2, Positive: 3, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 3
Archivo: ../pos/10870_8.txt, Es: Positivo, Negative: 4, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 0, Suma: 0
Archivo: ../pos/10871_7.txt, Es: Positivo, Negative: 1, Positive: 1, Very negative: 2, Very positive: 0, Neutral: 0, Suma: -4
Archivo: ../pos/10872_7.txt, Es: Positivo, Negative: 12, Positive: 1, Very negative: 1, Very positive: 0, Neutral: 2, Suma: -13
Archivo: ../pos/10873_8.txt, Es: Positivo, Negative: 2, Positive: 4, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 4
Archivo: ../pos/10874_10.txt, Es: Positivo, Negative: 7, Positive: 3, Very negative: 0, Very positive: 1, Neutral: 0, Suma: -2
Archivo: ../pos/10875_8.txt, Es: Positivo, Negative: 8, Positive: 4, Very negative: 0, Very positive: 1, Neutral: 0, Suma: -2
Archivo: ../pos/10876_7.txt, Es: Positivo, Negative: 8, Positive: 0, Very negative: 1, Very positive: 2, Neutral: 8, Suma: -6
Archivo: ../pos/10877_10.txt, Es: Positivo, Negative: 4, Positive: 5, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 1
Archivo: ../pos/10878_7.txt, Es: Positivo, Negative: 4, Positive: 4, Very negative: 0, Very positive: 1, Neutral: 2, Suma: 2
Archivo: ../pos/10879_10.txt, Es: Positivo, Negative: 4, Positive: 4, Very negative: 0, Very positive: 0, Neutral: 1, Suma: 0
Archivo: ../pos/1087_10.txt, Es: Positivo, Negative: 1, Positive: 5, Very negative: 0, Very positive: 1, Neutral: 0, Suma: 6
